"","crbd.CRBD","crbd.BiSSE","crbd.DDD","crbd.PLD","bisse.CRBD","bisse.BiSSE","bisse.DDD","bisse.PLD","ddd.CRBD","ddd.BiSSE","ddd.DDD","ddd.PLD","pld.CRBD","pld.BiSSE","pld.DDD","pld.PLD"
"1",260,187,19,12,143,351,20,13,21,14,361,94,23,14,341,127
